,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
7650,ORD07651,2022-04-28,CUST2654,Kavya,52,F,West,Clothing,T-Shirt,8,3217.44,20,UPI,Cancelled,4.1,2022,4,28
7651,ORD07652,2022-11-06,CUST1278,Divya,49,F,East,Books,Comics,9,3329.27,20,Debit Card,Pending,1.3,2022,11,6
7653,ORD07654,2022-07-05,CUST0481,Vijay,27,M,Central,Books,Comics,9,1597.96,10,UPI,Pending,5.0,2022,7,5
7655,ORD07656,2022-09-01,CUST0993,Vijay,30,M,North,Food,Rice 5kg,1,1785.86,20,Credit Card,Returned,2.7,2022,9,1
7656,ORD07657,2022-03-20,CUST1885,Meera,53,F,North,Electronics,Headphones,3,4957.88,15,Debit Card,Cancelled,4.0,2022,3,20
7657,ORD07658,2022-07-10,CUST0214,Vijay,36,M,West,Books,Novel,2,1812.99,0,Debit Card,Returned,4.2,2022,7,10
7660,ORD07661,2022-05-05,CUST0794,Kavya,53,F,North,Sports,Badminton Set,2,911.64,5,UPI,Delivered,,2022,5,5
7662,ORD07663,2022-06-24,CUST1754,Karan,44,M,East,Sports,Cricket Bat,10,3057.03,20,Net Banking,Delivered,4.0,2022,6,24
7668,ORD07669,2022-10-14,CUST2627,Sneha,23,F,Central,Food,Rice 5kg,3,3829.29,20,UPI,Returned,1.3,2022,10,14
7669,ORD07670,2022-03-31,CUST0015,Vijay,20,M,Central,Food,Cooking Oil,9,3451.5,5,UPI,Cancelled,2.1,2022,3,31
7672,ORD07673,2022-09-21,CUST0161,Amit,46,M,South,Sports,Yoga Mat,5,229.55,15,UPI,Pending,3.9,2022,9,21
7673,ORD07674,2022-10-17,CUST0793,Sneha,58,F,North,Electronics,Phone,3,2949.51,20,Debit Card,Pending,4.9,2022,10,17
7674,ORD07675,2022-09-04,CUST0352,Pooja,40,F,West,Books,Novel,8,374.15,15,Credit Card,Delivered,3.7,2022,9,4
7677,ORD07678,2022-05-09,CUST1795,Pooja,47,F,North,Toys,LEGO Set,2,3974.86,0,UPI,Cancelled,1.9,2022,5,9
7678,ORD07679,2022-04-10,CUST2939,Rohan,31,M,West,Electronics,Phone,4,3939.9,20,Cash,Delivered,3.3,2022,4,10
7679,ORD07680,2022-02-21,CUST2998,Divya,35,F,East,Clothing,Jeans,3,4529.03,0,Credit Card,Returned,4.0,2022,2,21
7680,ORD07681,2022-05-13,CUST2076,Nikhil,36,M,West,Toys,Board Game,5,2747.67,15,Cash,Pending,2.0,2022,5,13
7681,ORD07682,2022-12-26,CUST1583,Sneha,61,F,South,Furniture,Bookshelf,2,1311.11,5,Cash,Delivered,5.0,2022,12,26
7687,ORD07688,2022-02-01,CUST1359,Suresh,32,M,Central,Books,Self-Help,4,3865.67,5,Net Banking,Pending,2.4,2022,2,1
7689,ORD07690,2022-04-02,CUST2272,Suresh,39,M,East,Toys,RC Car,7,2838.54,10,Cash,Returned,4.0,2022,4,2
7690,ORD07691,2022-12-09,CUST1058,Arjun,53,M,Central,Food,Rice 5kg,1,4232.43,20,Credit Card,Delivered,1.3,2022,12,9
7695,ORD07696,2022-03-24,CUST0203,Amit,59,M,West,Books,Textbook,9,1280.8,5,Debit Card,Returned,3.8,2022,3,24
7698,ORD07699,2022-06-25,CUST1487,Suresh,33,M,North,Books,Novel,9,1820.33,5,Cash,Pending,4.6,2022,6,25
7699,ORD07700,2022-07-03,CUST1784,Nisha,20,F,East,Sports,Badminton Set,6,1843.14,0,Credit Card,Delivered,1.9,2022,7,3
7700,ORD07701,2022-02-19,CUST0505,Suresh,26,M,West,Furniture,Sofa,1,2833.15,0,Net Banking,Pending,4.4,2022,2,19
7702,ORD07703,2022-10-03,CUST2917,Nisha,65,F,South,Clothing,Kurta,8,4183.42,0,UPI,Delivered,1.3,2022,10,3
7705,ORD07706,2022-05-02,CUST1053,Kavya,31,F,North,Sports,Dumbbells,7,2934.84,15,Net Banking,Pending,3.3,2022,5,2
7709,ORD07710,2022-11-30,CUST0368,Suresh,52,M,North,Food,Rice 5kg,4,1187.1,15,Net Banking,Returned,2.6,2022,11,30
7717,ORD07718,2022-08-18,CUST0395,Kavya,28,F,West,Sports,Badminton Set,7,3186.74,5,Net Banking,Pending,4.1,2022,8,18
7718,ORD07719,2022-05-28,CUST2203,Amit,40,M,West,Furniture,Bed Frame,9,3495.83,15,Credit Card,Returned,2.8,2022,5,28
7719,ORD07720,2022-10-30,CUST1608,Divya,26,F,North,Clothing,Saree,3,2830.5,5,Debit Card,Returned,3.2,2022,10,30
7720,ORD07721,2022-12-11,CUST2869,Amit,24,M,South,Books,Textbook,2,2491.71,20,Net Banking,Delivered,1.0,2022,12,11
7721,ORD07722,2022-01-17,CUST0489,Karan,34,M,West,Clothing,Jeans,5,4905.2,10,Credit Card,Returned,4.0,2022,1,17
7722,ORD07723,2022-07-24,CUST0388,Nisha,62,F,South,Electronics,Headphones,5,3859.75,5,UPI,Cancelled,3.4,2022,7,24
7723,ORD07724,2022-10-21,CUST0374,Nikhil,63,M,West,Books,Novel,9,1011.17,20,Debit Card,Cancelled,,2022,10,21
7724,ORD07725,2022-12-23,CUST1770,Ritu,50,F,North,Sports,Dumbbells,1,2848.03,20,UPI,Delivered,3.8,2022,12,23
7727,ORD07728,2022-03-01,CUST1128,Karan,63,M,East,Sports,Badminton Set,3,1539.22,15,Credit Card,Pending,3.2,2022,3,1
7728,ORD07729,2022-12-02,CUST2965,Arjun,52,M,North,Toys,Doll,8,392.37,5,Credit Card,Delivered,4.8,2022,12,2
7729,ORD07730,2022-04-20,CUST2851,Pooja,44,F,West,Books,Comics,9,4085.08,5,Credit Card,Delivered,1.5,2022,4,20
7733,ORD07734,2022-04-13,CUST0604,Karan,46,M,West,Food,Spices Pack,9,2230.26,20,Net Banking,Returned,1.5,2022,4,13
7734,ORD07735,2022-07-12,CUST1158,Ritu,65,F,West,Electronics,Tablet,5,409.29,5,Cash,Returned,3.3,2022,7,12
7735,ORD07736,2022-12-17,CUST0899,Nikhil,22,M,East,Books,Textbook,7,2910.6,0,UPI,Delivered,,2022,12,17
7736,ORD07737,2022-12-04,CUST1653,Rahul,58,M,West,Food,Dal 2kg,5,2046.42,20,Cash,Returned,2.0,2022,12,4
7738,ORD07739,2022-02-10,CUST2146,Vijay,29,M,North,Furniture,Sofa,5,3046.69,10,Debit Card,Delivered,2.2,2022,2,10
7739,ORD07740,2022-09-12,CUST1852,Ritu,35,F,North,Electronics,Laptop,5,4243.52,15,Credit Card,Delivered,4.1,2022,9,12
7740,ORD07741,2022-01-27,CUST2969,Vijay,28,M,Central,Furniture,Table,4,3978.01,0,Debit Card,Delivered,3.4,2022,1,27
7741,ORD07742,2022-12-03,CUST1446,Dev,43,M,Central,Sports,Football,1,244.63,10,Credit Card,Cancelled,,2022,12,3
7742,ORD07743,2022-08-09,CUST2161,Ritu,29,F,Central,Books,Comics,7,971.72,0,Credit Card,Delivered,1.4,2022,8,9
7743,ORD07744,2022-06-13,CUST1175,Sneha,45,F,South,Electronics,Headphones,4,3613.9,0,UPI,Returned,4.3,2022,6,13
7744,ORD07745,2022-02-28,CUST0724,Meera,43,F,Central,Clothing,Saree,7,1690.1,5,Credit Card,Returned,1.0,2022,2,28
7745,ORD07746,2022-02-15,CUST2296,Rahul,47,M,South,Books,Self-Help,7,3611.92,10,Cash,Returned,,2022,2,15
7746,ORD07747,2022-09-25,CUST0716,Anita,62,F,South,Furniture,Bed Frame,9,142.84,0,Cash,Delivered,1.8,2022,9,25
7747,ORD07748,2022-06-03,CUST2155,Nikhil,43,M,South,Food,Cooking Oil,6,2641.43,15,Debit Card,Cancelled,3.6,2022,6,3
7748,ORD07749,2022-05-02,CUST0952,Anita,38,F,West,Food,Dal 2kg,6,661.22,0,Net Banking,Returned,4.1,2022,5,2
7755,ORD07756,2022-10-22,CUST1847,Vijay,55,M,South,Food,Spices Pack,8,1063.75,5,Net Banking,Pending,,2022,10,22
7757,ORD07758,2022-01-30,CUST1336,Arjun,38,M,West,Electronics,Headphones,8,3105.55,0,Debit Card,Cancelled,3.2,2022,1,30
7758,ORD07759,2022-07-02,CUST2184,Vijay,60,M,North,Toys,LEGO Set,7,785.38,20,Cash,Pending,4.1,2022,7,2
7759,ORD07760,2022-05-07,CUST1746,Ritu,34,F,West,Sports,Dumbbells,8,481.64,5,Net Banking,Cancelled,1.9,2022,5,7
7760,ORD07761,2022-09-11,CUST2958,Ravi,64,M,South,Books,Comics,9,3000.56,10,UPI,Cancelled,3.2,2022,9,11
7761,ORD07762,2022-04-25,CUST2660,Pooja,40,F,East,Toys,LEGO Set,6,3473.48,10,Credit Card,Returned,3.0,2022,4,25
7762,ORD07763,2022-09-02,CUST1289,Nisha,45,F,West,Clothing,T-Shirt,5,3611.45,5,UPI,Cancelled,3.8,2022,9,2
7767,ORD07768,2022-03-11,CUST1093,Asha,61,F,Central,Food,Rice 5kg,7,4837.32,20,UPI,Pending,4.9,2022,3,11
7768,ORD07769,2022-02-13,CUST2713,Ravi,32,M,East,Sports,Badminton Set,10,3763.47,0,Cash,Returned,4.8,2022,2,13
7769,ORD07770,2022-03-22,CUST1799,Divya,54,F,North,Furniture,Chair,3,2777.69,20,Credit Card,Pending,1.2,2022,3,22
7770,ORD07771,2022-07-09,CUST1440,Ravi,42,M,West,Electronics,Headphones,10,1446.17,10,Cash,Pending,4.7,2022,7,9
7771,ORD07772,2022-12-20,CUST0960,Suresh,29,M,West,Toys,LEGO Set,6,4523.2,0,Credit Card,Cancelled,,2022,12,20
7772,ORD07773,2022-08-27,CUST2107,Karan,42,M,North,Books,Comics,7,2015.04,5,UPI,Returned,,2022,8,27
7773,ORD07774,2022-12-14,CUST0525,Priya,31,F,East,Furniture,Chair,4,980.84,20,Net Banking,Cancelled,2.8,2022,12,14
7774,ORD07775,2022-02-24,CUST1917,Ritu,64,F,East,Clothing,T-Shirt,5,3031.66,15,Credit Card,Returned,2.4,2022,2,24
7780,ORD07781,2022-08-16,CUST0097,Kavya,58,F,West,Toys,LEGO Set,7,2236.58,15,Cash,Pending,1.3,2022,8,16
7783,ORD07784,2022-07-30,CUST2692,Anita,25,F,Central,Books,Cookbook,3,4548.15,5,UPI,Cancelled,3.3,2022,7,30
7786,ORD07787,2022-09-11,CUST1967,Divya,50,F,West,Sports,Yoga Mat,3,2929.47,15,Debit Card,Delivered,3.9,2022,9,11
7787,ORD07788,2022-05-30,CUST0653,Suresh,36,M,North,Toys,Board Game,1,3638.48,10,Cash,Pending,3.0,2022,5,30
7789,ORD07790,2022-05-02,CUST0635,Arjun,46,M,North,Electronics,Laptop,7,411.59,10,Credit Card,Cancelled,3.8,2022,5,2
7792,ORD07793,2022-07-04,CUST2441,Priya,46,F,North,Electronics,Headphones,1,2420.74,5,Debit Card,Pending,4.1,2022,7,4
7797,ORD07798,2022-08-13,CUST0097,Sneha,58,F,Central,Sports,Cricket Bat,4,4880.45,0,Debit Card,Pending,2.5,2022,8,13
7800,ORD07801,2022-05-16,CUST0774,Rohan,39,M,Central,Clothing,Kurta,4,438.39,20,Debit Card,Pending,1.8,2022,5,16
7803,ORD07804,2022-04-25,CUST2631,Anita,62,F,East,Food,Dal 2kg,8,4953.43,0,Credit Card,Cancelled,4.4,2022,4,25
7804,ORD07805,2022-07-23,CUST1479,Rahul,58,M,North,Toys,Puzzle,8,3505.73,5,Debit Card,Returned,1.7,2022,7,23
7805,ORD07806,2022-07-09,CUST2640,Meera,20,F,North,Sports,Yoga Mat,4,4748.25,15,UPI,Pending,2.8,2022,7,9
7808,ORD07809,2022-02-19,CUST2508,Rohan,31,M,East,Furniture,Bed Frame,2,1155.7,15,Debit Card,Returned,3.5,2022,2,19
7809,ORD07810,2022-08-07,CUST0308,Rahul,58,M,Central,Furniture,Bookshelf,10,1484.11,15,Debit Card,Pending,2.6,2022,8,7
7812,ORD07813,2022-08-29,CUST1982,Anita,62,F,East,Furniture,Bookshelf,4,2535.39,5,UPI,Delivered,4.2,2022,8,29
7815,ORD07816,2022-04-25,CUST0864,Rahul,46,M,South,Books,Textbook,2,1157.46,5,Cash,Cancelled,,2022,4,25
7818,ORD07819,2022-01-01,CUST0689,Kavya,44,F,Central,Toys,LEGO Set,8,3881.42,15,UPI,Returned,,2022,1,1
7821,ORD07822,2022-12-27,CUST1584,Ritu,58,F,Central,Electronics,Headphones,3,2674.3,5,Credit Card,Cancelled,1.3,2022,12,27
7823,ORD07824,2022-06-04,CUST0569,Rohan,59,M,South,Furniture,Chair,10,4620.1,0,Cash,Returned,3.8,2022,6,4
7824,ORD07825,2022-02-10,CUST0040,Asha,52,F,West,Food,Dal 2kg,1,355.62,15,Cash,Cancelled,1.0,2022,2,10
7827,ORD07828,2022-01-01,CUST2802,Divya,39,F,North,Food,Cooking Oil,10,564.31,5,UPI,Cancelled,2.5,2022,1,1
7828,ORD07829,2022-10-12,CUST0064,Nikhil,57,M,West,Books,Self-Help,9,3589.05,0,Net Banking,Pending,1.6,2022,10,12
7830,ORD07831,2022-08-13,CUST2685,Meera,55,F,North,Toys,RC Car,5,2003.35,10,Net Banking,Delivered,3.7,2022,8,13
7834,ORD07835,2022-01-20,CUST0927,Asha,46,F,South,Clothing,Jeans,2,2904.4,20,Debit Card,Delivered,,2022,1,20
7835,ORD07836,2022-07-07,CUST0853,Suresh,62,M,South,Toys,Board Game,4,2403.94,5,Cash,Returned,1.2,2022,7,7
7836,ORD07837,2022-02-05,CUST2465,Kavya,25,F,East,Books,Novel,5,3051.87,0,UPI,Returned,,2022,2,5
7838,ORD07839,2022-07-04,CUST0687,Ritu,58,F,South,Food,Dal 2kg,3,425.43,0,Debit Card,Pending,1.1,2022,7,4
7839,ORD07840,2022-06-24,CUST1627,Sneha,46,F,North,Sports,Yoga Mat,6,1707.59,0,Net Banking,Pending,3.8,2022,6,24
7841,ORD07842,2022-06-09,CUST2565,Kavya,22,F,West,Books,Novel,4,1234.46,20,Credit Card,Delivered,3.8,2022,6,9
7842,ORD07843,2022-04-21,CUST1008,Kavya,55,F,Central,Electronics,Tablet,6,3313.76,10,Credit Card,Cancelled,4.5,2022,4,21
7844,ORD07845,2022-08-20,CUST0639,Arjun,26,M,South,Books,Novel,8,1136.92,5,Credit Card,Returned,3.7,2022,8,20
7845,ORD07846,2022-06-15,CUST2766,Dev,65,M,East,Toys,Puzzle,7,3298.99,15,Debit Card,Delivered,2.1,2022,6,15
7846,ORD07847,2022-04-20,CUST2252,Ritu,43,F,South,Clothing,Jeans,9,347.97,10,UPI,Cancelled,2.4,2022,4,20
7848,ORD07849,2022-06-11,CUST0866,Kavya,34,F,West,Food,Dal 2kg,9,682.77,15,Debit Card,Pending,1.0,2022,6,11
7849,ORD07850,2022-11-02,CUST2311,Divya,53,F,West,Toys,Board Game,7,152.12,0,Credit Card,Returned,2.0,2022,11,2
7850,ORD07851,2022-09-24,CUST1117,Arjun,41,M,North,Electronics,Smartwatch,9,3463.17,0,Net Banking,Cancelled,4.4,2022,9,24
7851,ORD07852,2022-01-15,CUST0461,Nikhil,34,M,Central,Clothing,Jeans,5,3574.06,5,Cash,Delivered,2.5,2022,1,15
7855,ORD07856,2022-05-04,CUST1211,Asha,57,F,Central,Clothing,Saree,7,3469.73,20,Cash,Delivered,1.2,2022,5,4
7856,ORD07857,2022-12-03,CUST2177,Vijay,41,M,North,Food,Rice 5kg,8,2664.71,20,Net Banking,Cancelled,1.4,2022,12,3
7858,ORD07859,2022-05-27,CUST0843,Rahul,60,M,South,Electronics,Tablet,7,2784.26,0,Credit Card,Returned,3.6,2022,5,27
7859,ORD07860,2022-05-26,CUST2315,Arjun,26,M,South,Clothing,Kurta,9,168.27,5,Debit Card,Returned,3.0,2022,5,26
7860,ORD07861,2022-06-11,CUST1494,Rahul,36,M,South,Electronics,Phone,2,3063.8,0,Credit Card,Pending,3.6,2022,6,11
7865,ORD07866,2022-06-10,CUST1952,Amit,44,M,East,Books,Textbook,7,1208.19,10,Cash,Cancelled,4.5,2022,6,10
7866,ORD07867,2022-08-19,CUST2768,Ritu,48,F,East,Clothing,Kurta,1,3233.6,0,Cash,Returned,3.9,2022,8,19
7868,ORD07869,2022-09-07,CUST2252,Kavya,41,F,North,Food,Rice 5kg,1,2806.2,20,Cash,Delivered,4.8,2022,9,7
7869,ORD07870,2022-12-08,CUST2263,Nisha,51,F,West,Electronics,Laptop,2,1705.78,20,Net Banking,Delivered,1.7,2022,12,8
7871,ORD07872,2022-02-18,CUST2727,Kavya,50,F,North,Furniture,Table,5,1196.27,20,Cash,Cancelled,3.6,2022,2,18
7872,ORD07873,2022-09-07,CUST0860,Divya,35,F,Central,Food,Rice 5kg,8,2581.86,10,Cash,Delivered,1.8,2022,9,7
7873,ORD07874,2022-10-21,CUST1205,Arjun,64,M,South,Electronics,Phone,6,3950.83,20,Credit Card,Returned,4.4,2022,10,21
7874,ORD07875,2022-05-16,CUST2964,Meera,20,F,Central,Clothing,T-Shirt,3,3350.51,20,Debit Card,Pending,4.5,2022,5,16
7875,ORD07876,2022-05-25,CUST1003,Dev,59,M,North,Clothing,Jeans,2,3860.59,5,Debit Card,Delivered,,2022,5,25
7876,ORD07877,2022-06-01,CUST1964,Arjun,50,M,North,Food,Cooking Oil,8,2820.21,15,UPI,Cancelled,2.1,2022,6,1
7879,ORD07880,2022-06-22,CUST0533,Arjun,59,M,West,Books,Novel,9,4998.4,5,Debit Card,Cancelled,3.2,2022,6,22
7881,ORD07882,2022-11-18,CUST0548,Anita,25,F,North,Food,Biscuits,1,1455.51,20,Cash,Pending,2.5,2022,11,18
7883,ORD07884,2022-10-24,CUST1460,Rohan,21,M,North,Furniture,Chair,8,4459.4,0,Net Banking,Returned,2.4,2022,10,24
7884,ORD07885,2022-10-31,CUST0422,Pooja,35,F,East,Clothing,T-Shirt,10,3159.1,20,Credit Card,Returned,1.1,2022,10,31
7887,ORD07888,2022-02-22,CUST0376,Ravi,41,M,East,Toys,Puzzle,9,3404.46,0,UPI,Returned,2.7,2022,2,22
7888,ORD07889,2022-12-13,CUST2708,Priya,22,F,Central,Clothing,Saree,8,2008.51,0,Cash,Returned,,2022,12,13
7889,ORD07890,2022-12-02,CUST0880,Rahul,23,M,West,Food,Cooking Oil,5,2320.38,15,Cash,Delivered,4.9,2022,12,2
7891,ORD07892,2022-10-01,CUST2249,Nisha,50,F,North,Furniture,Sofa,10,2969.76,20,Cash,Pending,4.0,2022,10,1
7892,ORD07893,2022-04-03,CUST1798,Meera,63,F,East,Food,Rice 5kg,9,2115.59,20,UPI,Pending,2.9,2022,4,3
7893,ORD07894,2022-10-02,CUST0041,Pooja,57,F,East,Toys,Puzzle,10,1302.47,0,Debit Card,Pending,1.1,2022,10,2
7898,ORD07899,2022-11-17,CUST1287,Kavya,35,F,Central,Sports,Yoga Mat,4,4309.89,10,Net Banking,Cancelled,4.2,2022,11,17
7900,ORD07901,2022-02-18,CUST0002,Amit,46,M,East,Books,Comics,6,189.89,20,Credit Card,Pending,4.0,2022,2,18
7901,ORD07902,2022-01-01,CUST2519,Nikhil,58,M,West,Sports,Badminton Set,3,2174.7,10,UPI,Returned,3.5,2022,1,1
7902,ORD07903,2022-11-08,CUST1222,Nikhil,54,M,North,Food,Biscuits,9,4539.21,15,Credit Card,Cancelled,1.7,2022,11,8
7903,ORD07904,2022-03-03,CUST2401,Nikhil,26,M,Central,Clothing,Jacket,5,2351.35,10,Cash,Returned,2.6,2022,3,3
7906,ORD07907,2022-02-16,CUST2126,Rahul,44,M,South,Electronics,Phone,9,3694.3,5,Cash,Delivered,2.5,2022,2,16
7911,ORD07912,2022-04-16,CUST1187,Nikhil,30,M,South,Toys,RC Car,3,4459.44,20,Debit Card,Cancelled,3.8,2022,4,16
7917,ORD07918,2022-12-30,CUST0200,Pooja,45,F,Central,Food,Biscuits,5,2144.31,20,Debit Card,Pending,1.8,2022,12,30
7919,ORD07920,2022-09-13,CUST0129,Nisha,64,F,North,Food,Rice 5kg,9,595.47,10,Net Banking,Cancelled,1.5,2022,9,13
7920,ORD07921,2022-03-16,CUST1783,Karan,38,M,North,Electronics,Headphones,4,3186.13,5,UPI,Cancelled,4.2,2022,3,16
7925,ORD07926,2022-05-09,CUST1568,Meera,29,F,South,Clothing,Jeans,9,3666.8,20,Credit Card,Returned,2.3,2022,5,9
7926,ORD07927,2022-03-26,CUST0092,Rahul,44,M,Central,Electronics,Tablet,1,3197.4,10,UPI,Returned,1.4,2022,3,26
7927,ORD07928,2022-09-29,CUST2994,Ravi,58,M,South,Sports,Badminton Set,2,4128.35,20,Cash,Cancelled,4.2,2022,9,29
7928,ORD07929,2022-06-22,CUST1357,Ritu,59,F,Central,Books,Novel,10,4151.02,15,Cash,Returned,2.0,2022,6,22
7932,ORD07933,2022-01-12,CUST0106,Vijay,51,M,Central,Electronics,Smartwatch,2,1163.54,0,Credit Card,Returned,3.4,2022,1,12
7935,ORD07936,2022-08-30,CUST0160,Suresh,63,M,South,Clothing,Jacket,4,1956.1,10,Cash,Returned,2.7,2022,8,30
7937,ORD07938,2022-01-01,CUST1915,Anita,64,F,West,Clothing,Kurta,5,3900.12,0,UPI,Cancelled,4.8,2022,1,1
7939,ORD07940,2022-07-13,CUST0707,Kavya,37,F,West,Clothing,Saree,8,980.16,5,Cash,Cancelled,1.5,2022,7,13
7940,ORD07941,2022-04-11,CUST1881,Dev,19,M,West,Electronics,Laptop,1,330.54,15,Debit Card,Pending,3.4,2022,4,11
7945,ORD07946,2022-09-15,CUST0607,Amit,46,M,West,Clothing,Saree,3,2981.16,20,Credit Card,Returned,2.2,2022,9,15
7948,ORD07949,2022-05-30,CUST0548,Vijay,33,M,West,Toys,RC Car,7,874.83,20,Credit Card,Delivered,3.3,2022,5,30
7951,ORD07952,2022-12-11,CUST0107,Priya,57,F,East,Furniture,Chair,3,1393.46,0,Net Banking,Pending,2.9,2022,12,11
7953,ORD07954,2022-06-18,CUST1502,Sneha,25,F,South,Toys,RC Car,6,952.15,10,UPI,Delivered,2.8,2022,6,18
7955,ORD07956,2022-02-22,CUST1957,Kavya,40,F,West,Books,Textbook,5,1002.74,0,Credit Card,Cancelled,3.5,2022,2,22
7958,ORD07959,2022-05-22,CUST2287,Karan,46,M,East,Clothing,T-Shirt,5,425.11,0,Debit Card,Pending,2.8,2022,5,22
7959,ORD07960,2022-10-21,CUST0414,Pooja,23,F,East,Clothing,Jeans,8,2662.77,0,Credit Card,Pending,,2022,10,21
7963,ORD07964,2022-08-20,CUST2799,Ravi,23,M,South,Furniture,Bed Frame,2,2070.73,15,Credit Card,Cancelled,3.2,2022,8,20
7964,ORD07965,2022-05-14,CUST0430,Anita,57,F,East,Food,Spices Pack,3,2246.4,5,Credit Card,Delivered,4.4,2022,5,14
7965,ORD07966,2022-10-21,CUST0212,Suresh,65,M,West,Furniture,Table,5,2600.5,5,Cash,Pending,1.6,2022,10,21
7967,ORD07968,2022-06-14,CUST2325,Divya,40,F,Central,Clothing,T-Shirt,4,3023.35,15,UPI,Pending,2.7,2022,6,14
7971,ORD07972,2022-04-25,CUST2745,Pooja,49,F,Central,Furniture,Sofa,8,2058.45,0,Cash,Cancelled,4.9,2022,4,25
7972,ORD07973,2022-09-11,CUST2598,Anita,32,F,Central,Food,Rice 5kg,6,4631.03,20,Net Banking,Delivered,3.3,2022,9,11
7973,ORD07974,2022-10-26,CUST2745,Ravi,58,M,South,Furniture,Bookshelf,7,3215.47,20,Net Banking,Cancelled,2.0,2022,10,26
7975,ORD07976,2022-08-01,CUST2432,Meera,52,F,North,Furniture,Chair,3,2925.59,20,UPI,Pending,3.5,2022,8,1
7976,ORD07977,2022-01-05,CUST1724,Rohan,51,M,East,Clothing,Jacket,8,552.08,15,Credit Card,Pending,1.5,2022,1,5
7978,ORD07979,2022-05-15,CUST1749,Rahul,45,M,East,Electronics,Headphones,8,878.29,5,UPI,Cancelled,,2022,5,15
7979,ORD07980,2022-03-28,CUST1448,Meera,57,F,West,Books,Self-Help,6,4600.83,20,Net Banking,Pending,4.1,2022,3,28
7980,ORD07981,2022-11-02,CUST2850,Arjun,61,M,East,Electronics,Tablet,7,893.43,10,Debit Card,Returned,2.8,2022,11,2
7984,ORD07985,2022-11-23,CUST1052,Asha,36,F,South,Toys,LEGO Set,5,2500.47,10,Net Banking,Pending,2.0,2022,11,23
7985,ORD07986,2022-04-25,CUST1937,Suresh,25,M,West,Electronics,Laptop,2,3965.12,0,Cash,Delivered,,2022,4,25
7995,ORD07996,2022-12-13,CUST1437,Nikhil,22,M,West,Clothing,Saree,7,4090.28,0,Credit Card,Delivered,2.2,2022,12,13
7998,ORD07999,2022-07-25,CUST1565,Rohan,22,M,Central,Electronics,Smartwatch,1,3833.33,10,Net Banking,Cancelled,1.2,2022,7,25
8001,ORD08002,2022-05-05,CUST2104,Dev,32,M,West,Furniture,Chair,9,3960.39,0,UPI,Cancelled,4.4,2022,5,5
8002,ORD08003,2022-02-18,CUST2453,Meera,33,F,East,Food,Biscuits,7,471.26,20,Net Banking,Cancelled,3.0,2022,2,18
8003,ORD08004,2022-12-26,CUST1571,Asha,32,F,West,Books,Cookbook,6,618.58,20,Cash,Delivered,,2022,12,26
8004,ORD08005,2022-04-10,CUST1290,Arjun,39,M,East,Sports,Yoga Mat,10,1053.87,0,Net Banking,Returned,4.1,2022,4,10
8007,ORD08008,2022-01-01,CUST2721,Rohan,33,M,Central,Electronics,Headphones,3,4292.7,15,Debit Card,Pending,1.1,2022,1,1
8010,ORD08011,2022-04-24,CUST2296,Divya,39,F,Central,Furniture,Bookshelf,5,2876.74,10,Debit Card,Returned,4.0,2022,4,24
8011,ORD08012,2022-08-13,CUST2201,Kavya,53,F,West,Clothing,Jeans,8,2254.97,20,Cash,Delivered,3.8,2022,8,13
8012,ORD08013,2022-01-10,CUST0736,Divya,40,F,West,Electronics,Laptop,1,1975.83,10,Cash,Cancelled,3.8,2022,1,10
8016,ORD08017,2022-12-15,CUST0457,Meera,40,F,Central,Toys,Puzzle,3,939.91,0,Debit Card,Delivered,4.4,2022,12,15
8021,ORD08022,2022-12-23,CUST0465,Sneha,52,F,Central,Sports,Badminton Set,1,3097.13,15,Credit Card,Returned,2.5,2022,12,23
8023,ORD08024,2022-12-03,CUST1865,Asha,18,F,Central,Clothing,T-Shirt,4,780.39,10,Credit Card,Pending,,2022,12,3
8027,ORD08028,2022-06-12,CUST1843,Divya,58,F,Central,Furniture,Bed Frame,5,939.81,15,Debit Card,Returned,,2022,6,12
8028,ORD08029,2022-03-22,CUST0910,Priya,58,F,West,Furniture,Sofa,4,880.5,20,Cash,Pending,4.4,2022,3,22
8029,ORD08030,2022-10-17,CUST1715,Amit,41,M,South,Books,Textbook,4,4272.2,15,Credit Card,Pending,2.3,2022,10,17
8032,ORD08033,2022-03-29,CUST0143,Vijay,23,M,East,Food,Spices Pack,3,279.99,5,Net Banking,Delivered,3.0,2022,3,29
8033,ORD08034,2022-10-09,CUST0821,Meera,26,F,Central,Books,Novel,4,440.55,20,Cash,Delivered,4.8,2022,10,9
8034,ORD08035,2022-10-17,CUST1034,Sneha,60,F,South,Furniture,Bookshelf,9,442.27,20,UPI,Delivered,3.2,2022,10,17
8036,ORD08037,2022-03-25,CUST1210,Nisha,41,F,East,Food,Spices Pack,5,477.15,20,Cash,Returned,2.4,2022,3,25
8038,ORD08039,2022-10-12,CUST1623,Rahul,38,M,West,Toys,LEGO Set,8,2372.04,0,Debit Card,Returned,1.6,2022,10,12
8044,ORD08045,2022-10-17,CUST0086,Rohan,24,M,West,Books,Novel,5,746.0,0,UPI,Returned,4.8,2022,10,17
8045,ORD08046,2022-05-24,CUST2758,Nikhil,51,M,North,Electronics,Phone,9,4925.06,5,Net Banking,Returned,2.1,2022,5,24
